захватывающий,5
ура,5
выдающийся,5
превосходный,5
восторг,5
удивительно,4
удивительный,4
блестящая,4
экстатический,4
эйфории,4
буйный,4
сказочная,4
фантастическим,4
чудо,4
радость,4
восторженный,4
радуйся,4
радовались,4
радуется,4
rofl,4
roflcopter,4
roflmao,4
rotfl,4
rotflmfao,4
rotflol,4
потрясающий,4
триумф,4
триумфальное,4
победа,4
победитель,4
победе,4
победы,4
замечательным,4
полюбоваться,3
восхищение,3
восхищается,3
прелестный,3
обожают,3
обожаемого,3
обожает,3
любовь,3
ласковый,3
развлечься,3
смешно,3
развлечения,3
поражать,3
поражен,3
поразительно,3
поражает,3
смелый,3
награда,3
награжден,3
награды,3
блаженным,3
красота,3
красивая,3
дорого,3
рад,3
радуя,3
наслаждение,3
посвященных,3
приподнятом,3
восхищать,3
энтузиазм,3
эйфория,3
совершенство,3
возбуждают,3
возбужденный,3
вентилятор,3
очаровывать,3
очарованный,3
очаровывает,3
увлекательный,3
ftw,3
галантный,3
галантно,3
храбрость,3
гениальным,3
гламурный,3
радостный,3
хороший,3
доброта,3
добрый,3
великий,3
благодарный,3
большой,3
величайший,3
ха-ха,3
хахаха,3
hahahah,3
счастье,3
счастливый,3
сердечные,3
героической,3
humerous,3
впечатление,3
впечатляет,3
впечатляющие,3
вдохновляющим,3
радостным,3
радостно,3
ликующие,3
престижность,3
lawl,3
lol,3
привлекательный,3
любил,3
красотки,3
прекрасный,3
лояльных,3
верность,3
удача,3
чудесный,3
чудес,3
медаль,3
веселый,3
веселье,3
веселым,3
mirthfully,3
зловещий,3
рай,3
идеальное,3
отлично,3
приятных,3
удовольствие,3
популярная,3
хвала,3
похвалил,3
похвалы,3
хвалить,3
процветающей,3
rightdirection,3
строгий,3
строго,3
совок,3
сексуальная,3
успокаивают,3
успокоил,3
успокаивающих,3
блеск,3
блестками,3
сверкающий,3
великолепный,3
успешный,3
супер,3
яркий,3
бдительность,3
провидец,3
жизнеспособность,3
живой,3
богатство,3
winwin,3
выиграли,3
ву,3
woohoo,3
поклоняться,3
вкусное,3
способностей,2
способность,2
освобождают,2
освобождаются,2
освобождает,2
освобождающий,2
выполнить,2
опытным,2
выполняет,2
оправдать,2
оправдал,2
оправдан,2
оправдания,2
преимущество,2
преимуществами,2
приключение,2
приключения,2
авантюрный,2
жадно,2
приятный,2
амбициозные,2
ценить,2
оценили,2
оценивает,2
оценивая,2
признательность,2
утверждение,2
утвержденный,2
активы,2
привлечение,2
притяжение,2
достопримечательности,2
энергичный,2
поддержка,2
сделка,2
выгода,2
выгоды,2
выгоду,2
лучше,2
благослови,2
благословляет,2
смело,2
храбрый,2
оживленная,2
плавучие,2
спокойный,2
успокаивается,2
забота,2
внимательно,2
заботится,2
шанс,2
шансы,2
настроение,2
приветствовали,2
аплодисменты,2
лелеять,2
заветное,2
греет,2
шикарного,2
уточняет,2
ясность,2
чистый,2
чище,2
умный,2
комфорт,2
удобный,2
утешительные,2
воздать,2
оценил,2
обязательство,2
сострадательный,2
компетентный,2
конкурентные,2
всеобъемлющий,2
примирить,2
мириться,2
примиряет,2
согласие,2
consolable,2
праздничный,2
мужество,2
мужественный,2
вежливый,2
вежливость,2
уют,2
творческая,2
милая,2
сорвиголова,2
бесстрашный,2
дорогая,2
защитник,2
защитники,2
желательно,2
желанный,2
желающие,2
определить,2
стремится,2
серьезный,2
легкость,2
эффективный,2
эффективно,2
элегантная,2
элегантно,2
чуткие,2
заколдованных,2
поощряют,2
рекомендуется,2
поощрение,2
поощряет,2
одобрить,2
одобрено,2
одобрение,2
одобряет,2
нравится,2
уважаемый,2
этический,2
раздраженный,2
эксклюзивные,2
реабилитировать,2
реабилитировали,2
реабилитирует,2
невиновности,2
справедливой,2
польза,2
выступает,2
любимая,2
избранном,2
избранные,2
горячий,2
пылкий,2
прекрасно,2
флагманские,2
внимание,2
свобода,2
дружественный,2
резвая,2
славного,2
слава,2
привет,2
рост,2
га,2
град,2
выносливые,2
выносливый,2
честь,2
заслуженный,2
надежда,2
надеюсь,2
надеется,2
надеясь,2
объятие,2
объятия,2
юмор,2
юмористическое,2
юмора,2
бессмертные,2
значение,2
важно,2
непреодолимое,2
безответственным,2
бойкий,2
шутливое,2
шутка,2
шутки,2
справедливость,2
восхищены,2
ратифицирована,2
обнадеживает,2
погашены,2
расслабленный,2
полагаться,2
облегчение,2
освобождение,2
наслаждается,2
замечательный,2
спасательные,2
спас,2
спасает,2
решительный,2
решения,2
решил,2
решает,2
ответственный,2
отзывчивым,2
почитаемые,2
возрождение,2
оживает,2
вознагражден,2
полезный,2
богатый,2
надежный,2
романтика,2
удовлетворен,2
сохранить,2
безопасный,2
обеспеченный,2
обеспечивает,2
искренние,2
искренне,2
искренность,2
ловкий,2
плащ,2
гладкий,2
умнее,2
умных,2
улыбка,2
улыбнулась,2
улыбки,2
улыбается,2
твердый,2
солидарность,2
сложный,2
бодрый,2
стабильные,2
выносливость,2
стойкий,2
стимулирование,2
толстый,2
сила,2
укрепление,2
укрепить,2
укрепляет,2
сильный,2
сильнейший,2
учтивый,2
успех,2
терпимым,2
верхний,2
вершины,2
сокровище,2
сокровища,2
истинный,2
доверенных,2
беспристрастный,2
непревзойденный,2
молодой,2
поглощается,1
принимать,1
принятый,1
принятие,1
принимает,1
достижимыми,1
активный,1
адекватный,1
продвинутый,1
согласен,1
договорились,1
соглашение,1
живым,1
позволять,1
ожидание,1
привлекать,1
привлекает,1
власть,1
ценные,1
спиной,1
импульс,1
ясно,1
очищает,1
комедия,1
совершать,1
совершает,1
совершенных,1
совершение,1
убедить,1
убежден,1
убеждает,1
прохладно,1
любопытный,1
решающим,1
желание,1
алмаз,1
мечта,1
мечты,1
легкий,1
обнять,1
участие,1
занимается,1
поглощены,1
обеспечить,1
обеспечение,1
предприимчивый,1
право,1
расширить,1
расширяется,1
разведка,1
исследования,1
расширяет,1
вера,1
чувство,1
соответствовать,1
фитнес,1
простить,1
прощайте,1
свободный,1
свежий,1
бог,1
благодать,1
грант,1
предоставляется,1
предоставление,1
гранты,1
приветствую,1
драгоценность,1
присоединится,1
острый,1
смех,1
смеялся,1
смеется,1
начало,1
легальным,1
юридически,1
мягкие,1
беззаботный,1
материя,1
вопросы,1
медитативный,1
мотивировать,1
мотивация,1
естественным,1
пожалуйста,1
подготовлены,1
довольно,1
обещание,1
обещал,1
обещает,1
содействовать,1
способствовал,1
способствует,1
содействие,1
перспектива,1
перспективы,1
защита,1
защищает,1
достигать,1
достиг,1
достигает,1
достижения,1
успокоить,1
успокоила,1
заверяет,1
снять,1
восстановить,1
восстанавливает,1
восстановление,1
безопасное,1
безопасность,1
важных,1
доля,1
общие,1
долей,1
значительный,1
отрезвляющий,1
решение,1
решить,1
искра,1
дух,1
стимулировать,1
стимулировали,1
стимулирует,1
прямой,1
существенным,1
существенно,1
сторонник,1
сторонники,1
доверие,1
единое,1
единый,1
проверить,1
подтверждено,1
проверяет,1
проверка,1
корыстные,1
видения,1
витамин,1
хочу,1
теплый,1
причудливый,1
желающих,1
да,1
ублюдок,-5
сволочь,-5
ублюдки,-5
сволочи,-5
сука,-5
суки,-5
член,-5
членосос,-5
членососы,-5
хуй,-5
хуесосы,-5
пизда,-5
вагина,-5
нигер,-5
шлюха,-5
проститутка,-5
пиздабол,-5
жопа,-4
ебаный,-4
мудак,-4
фигня,-4
катастрофический,-4
проклятие,-4
проклятый,-4
залупа,-4
мошенник,-4
мошенники,-4
мошенничество,-4
обман,-4
наебалово,-4
мошеннический,-4
ебать,-4
ебонат,-4
ебонаты,-4
ебанутый,-4
ад,-4
черт,-4
придурок,-4
придурки,-4
ссать,-4
ссаный,-4
изнасиловать,-4
насильник,-4
отморозок,-4
падонок,-4
дерьмо,-4
сраный,-4
мегера,-4
мучение,-4
измученный,-4
пытки,-4
пытать,-4
мучительно,-3
мучиться,-3
мучительный,-3
мучается,-3
гнев,-3
сердитый,-3
тоска,-3
апатичное,-3
апатия,-3
apeshit,-3
арестованы,-3
